51.06516187,-114.144868,4.0
51.06516015,-114.1448668,4.0
51.06515788,-114.1448686,4.0
51.06515599,-114.1448699,4.0
51.06515455,-114.144873,4.0
51.06515198,-114.144877,4.0
51.06514792,-114.144881,4.0
51.06514435,-114.1448834,4.0
51.06513618,-114.1448933,4.0
51.06513378,-114.1448962,4.0
51.06511855,-114.1449009,2.0
51.06510988,-114.1449083,4.0
51.06510061,-114.1449131,4.0
51.06509391,-114.1449221,4.0
51.06508782,-114.1449308,4.0
51.0650829,-114.1449394,4.0
51.06507771,-114.144946,2.0
51.06507259,-114.1449516,4.0
51.06506713,-114.1449554,4.0
51.06506184,-114.1449592,4.0
51.06505755,-114.1449634,4.0
51.06505306,-114.1449643,4.0
51.06505029,-114.144965,4.0
51.06504384,-114.1449614,4.0
51.06503756,-114.1449588,4.0
51.06503136,-114.1449541,4.0
51.06502764,-114.1449588,4.0
51.06502411,-114.1449659,4.0
51.06502069,-114.144972,4.0
51.06501724,-114.144982,4.0
51.06501329,-114.1449947,4.0
51.06501065,-114.1450032,4.0
51.06500875,-114.145013,4.0
51.06500694,-114.1450236,4.0
51.06500513,-114.1450323,4.0
51.06500346,-114.1450401,4.0
51.06500242,-114.1450491,4.0
51.06500139,-114.1450576,4.0
51.06500067,-114.1450657,4.0
51.0650004,-114.1450768,4.0
51.06499976,-114.1450868,4.0
51.06499926,-114.1450959,4.0
51.06499878,-114.1451046,4.0
51.06499789,-114.1451128,4.0
51.06499783,-114.1451204,4.0
51.06499809,-114.145128,4.0
51.06499902,-114.1451356,4.0
51.06499954,-114.1451426,4.0
51.06500097,-114.14515,4.0
51.06500372,-114.145154,4.0
51.06500764,-114.1451563,4.0
51.06501276,-114.1451568,4.0
51.06501849,-114.1451578,4.0
51.0650243,-114.1451579,4.0
51.06502926,-114.1451569,4.0
51.06503468,-114.1451558,4.0
51.06504078,-114.1451529,4.0
51.06504729,-114.1451508,4.0
51.0650533,-114.1451505,2.0
51.06505902,-114.1451513,4.0
51.06506245,-114.1451546,4.0
51.06506844,-114.1451614,4.0
51.06507172,-114.145171,4.0
51.06507213,-114.1451795,4.0
51.06507043,-114.1451857,4.0
51.06506625,-114.1451907,4.0
51.06505925,-114.1451951,4.0
51.06505377,-114.1451966,4.0
51.06504961,-114.1451979,4.0
51.06504516,-114.1451996,4.0
51.06504188,-114.1452023,4.0
51.06504,-114.1452029,4.0
51.06503882,-114.1452038,4.0
51.06503371,-114.1452059,4.0
51.06502985,-114.145207,4.0
51.06503072,-114.145207,4.0
51.06503075,-114.145207,4.0
51.06503077,-114.1452069,4.0
51.06503081,-114.1452069,4.0
51.0650308,-114.1452069,4.0
51.06503088,-114.1452068,4.0
51.06503088,-114.1452068,4.0
51.06503092,-114.1452068,4.0
51.06503092,-114.1452068,4.0
51.06503096,-114.1452067,4.0
51.06503098,-114.1452067,4.0
51.06503102,-114.1452067,4.0
51.06503105,-114.1452066,4.0
51.0650311,-114.1452066,4.0
51.06503111,-114.1452066,4.0
51.06503116,-114.1452065,4.0
51.06503116,-114.1452065,4.0
51.06503121,-114.1452065,4.0
51.0650312,-114.1452065,4.0
51.06503127,-114.1452064,4.0
51.06503127,-114.1452064,4.0
51.06503134,-114.1452063,4.0
51.06503134,-114.1452063,4.0
51.06503141,-114.1452062,4.0
51.06503141,-114.1452062,4.0
51.06503147,-114.1452061,4.0
51.06503149,-114.1452061,4.0
51.06503157,-114.145206,4.0
51.06503157,-114.145206,4.0
51.06503164,-114.1452059,4.0
51.06503164,-114.1452059,4.0
51.06503173,-114.1452058,4.0
51.06503174,-114.1452058,4.0
51.06503182,-114.1452057,4.0
51.06503183,-114.1452057,4.0
51.06503293,-114.1452046,4.0
51.06503057,-114.1452012,2.0
51.06502587,-114.1451988,4.0
51.06502035,-114.1451909,4.0
51.06501576,-114.1451749,4.0
51.06500984,-114.145163,4.0
51.06500929,-114.145162,4.0
51.06500929,-114.145162,4.0
51.06500928,-114.1451619,4.0
51.06500929,-114.145162,4.0
51.06500928,-114.1451619,4.0
51.06500926,-114.1451619,4.0
