51.06516187,-114.144868,2.0
51.06516015,-114.1448668,2.0
51.06515788,-114.1448686,-1.0
51.06515599,-114.1448699,2.0
51.06515455,-114.144873,2.0
51.06515198,-114.144877,-1.0
51.06514792,-114.144881,2.0
51.06514435,-114.1448834,2.0
51.06513618,-114.1448933,1.0
51.06513378,-114.1448962,2.0
51.06516187,-114.144868,2.0
51.06516015,-114.1448668,2.0
51.06515788,-114.1448686,-1.0
51.06515599,-114.1448699,2.0
51.06515455,-114.144873,2.0
51.06515198,-114.144877,-1.0
51.06514792,-114.144881,2.0
51.06514435,-114.1448834,2.0
51.06513618,-114.1448933,1.0
51.06513378,-114.1448962,2.0
51.06516187,-114.144868,2.0
51.06516015,-114.1448668,2.0
51.06515788,-114.1448686,-1.0
51.06515599,-114.1448699,2.0
51.06515455,-114.144873,2.0
51.06515198,-114.144877,-1.0
51.06514792,-114.144881,2.0
51.06514435,-114.1448834,2.0
51.06513618,-114.1448933,1.0
51.06513378,-114.1448962,2.0
